3088	1
2300	2
2396	3
3363	4
3037	5
916	6
1125	7
260	8
1210	9
918	10
899	11
364	12
903	13
904	14
913	15
1212	16
1284	17
926	18
1237	19
922	20
1204	21
1267	22
858	23
1221	24
318	25
527	26
1225	27
608	28
1207	29
1276	30
3095	31
1208	32
1097	33
111	34
924	35
3152	36
1288	37
296	38
593	39
1219	40
928	41
1214	42
2160	43
319	44
1230	45
2973	46
910	47
1172	48
1294	49
3471	50
750	51
1253	52
2662	53
2527	54
2858	55
2710	56
2575	57
2599	58
3159	59
2712	60
2690	61
2318	62
3160	63
968	64
1959	65
2686	66
2692	67
2700	68
2762	69
2693	70
2010	71
3022	72
1198	73
720	74
745	75
1148	76
1196	77
1281	78
2028	79
3307	80
2019	81
3462	82
3030	83
1193	84
1617	85
541	86
1213	87
1248	88
930	89
2186	90
1233	91
1303	92
1104	93
2648	94
1228	95
1080	96
2664	97
800	98
3365	99
971	100
1223	101
1240	102
2020	103
1136	104
1199	105
1358	106
942	107
3361	108
2064	109
2366	110
2391	111
1197	112
589	113
940	114
1282	115
1296	116
594	117
1954	118
34	119
110	120
920	121
2687	122
2018	123
551	124
3034	125
1748	126
1200	127
1206	128
2628	129
3175	130
2571	131
1527	132
1396	133
1270	134
1375	135
2407	136
2105	137
2140	138
2311	139
2021	140
306	141
2324	142
1243	143
1704	144
2336	145
293	146
58	147
2291	148
337	149
515	150
3255	151
509	152
1183	153
1500	154
2355	155
471	156
2001	157
1597	158
1036	159
150	160
1297	161
1275	162
1291	163
2565	164
1376	165
1584	166
3504	167
902	168
1247	169
1953	170
3201	171
1244	172
1252	173
1256	174
1394	175
921	176
3072	177
1235	178
1238	179
1278	180
898	181
2174	182
1079	183
912	184
969	185
17	186
246	187
1387	188
2747	189
1032	190
2096	191
32	192
1274	193
3070	194
2968	195
1374	196
3527	197
1215	198
29	199
480	200
2528	201
3033	202
1391	203
3479	204
1073	205
2161	206
1967	207
3489	208
2133	209
3552	210
3555	211
292	212
377	213
457	214
1876	215
1573	216
1917	217
1610	218
10	219
1370	220
333	221
1265	222
1188	223
1517	224
1077	225
162	226
923	227
1961	228
2908	229
2118	230
1994	231
1258	232
1261	233
1321	234
2716	235
1347	236
1407	237
3499	238
1339	239
1393	240
3044	241
39	242
1094	243
708	244
1680	245
497	246
1	247
2997	248
235	249
588	250
223	251
597	252
838	253
3408	254
2763	255
3505	256
2944	257
2000	258
1580	259
474	260
780	261
316	262
2490	263
11	264
2804	265
1234	266
3421	267
2352	268
3435	269
2203	270
1260	271
3334	272
1344	273
1304	274
2948	275
3418	276
2916	277
2067	278
908	279
3246	280
1099	281
265	282
3203	283
2987	284
2529	285
2288	286
1408	287
3020	288
2363	289
2009	290
1084	291
3093	292
3467	293
3000	294
1912	295
919	296
314	297
3114	298
2384	299
866	300
1537	301
933	302
1885	303
1066	304
909	305
2150	306
1719	307
1635	308
3163	309
1041	310
1916	311
1354	312
3556	313
2935	314
951	315
2081	316
1307	317
2359	318
3186	319
1513	320
661	321
1035	322
3429	323
232	324
2132	325
1956	326
2333	327
300	328
308	329
1211	330
1678	331
261	332
914	333
2857	334
595	335
1947	336
1028	337
2083	338
2087	339
900	340
562	341
1372	342
2011	343
2046	344
2393	345
2012	346
329	347
2947	348
2949	349
1220	350
1608	351
1101	352
2353	353
648	354
2989	355
2115	356
165	357
2002	358
356	359
1246	360
1242	361
3196	362
1962	363
36	364
3198	365
2501	366
3448	367
1693	368
349	369
1641	370
3256	371
1259	372
1948	373
3210	374
2918	375
1663	376
2371	377
3039	378
3591	379
2463	380
2539	381
2779	382
1923	383
1222	384
1676	385
1356	386
2991	387
1544	388
1587	389
2403	390
1479	391
1262	392
1272	393
151	394
1250	395
2797	396
1266	397
3494	398
3508	399
590	400
3074	401
2424	402
2502	403
2617	404
1127	405
733	406
2194	407
1271	408
3247	409
1721	410
678	411
475	412
1179	413
1694	414
345	415
529	416
1784	417
3545	418
1299	419
1939	420
1944	421
1090	422
2941	423
599	424
50	425
1945	426
2917	427
47	428
1254	429
2871	430
3168	431
905	432
2863	433
1269	434
2791	435
2915	436
2657	437
1081	438
1950	439
1625	440
3551	441
290	442
1280	443
1089	444
1287	445
2423	446
2795	447
1231	448
3068	449
2728	450
3035	451
3451	452
2406	453
161	454
1333	455
368	456
1653	457
3578	458
3510	459
1968	460
2688	461
2724	462
2841	463
3526	464
1982	465
2137	466
1907	467
2959	468
3481	469
1218	470
2993	471
592	472
1129	473
2912	474
610	475
1411	476
3105	477
2739	478
1371	479
906	480
832	481
2467	482
2080	483
2671	484
915	485
440	486
7	487
802	488
1224	489
2058	490
3098	491
1682	492
1747	493
3005	494
3685	495
596	496
2078	497
1023	498
1022	499
3147	500
3863	501
2572	502
3097	503
1086	504
1249	505
3549	506
3071	507
3753	508
500	509
953	510
1201	511
2605	512
3101	513
2395	514
1175	515
1300	516
1952	517
1186	518
1293	519
534	520
3148	521
1203	522
3461	523
1132	524
1639	525
1302	526
3424	527
531	528
1946	529
2966	530
1357	531
3260	532
1124	533
1909	534
741	535
1965	536
2640	537
380	538
3359	539
1997	540
2138	541
3090	542
2076	543
1958	544
3362	545
2303	546
1251	547
2289	548
778	549
1096	550
233	551
45	552
3300	553
3469	554
3507	555
3498	556
2005	557
266	558
3476	559
3706	560
2890	561
3811	562
1960	563
2427	564
1012	565
1019	566
1013	567
586	568
2699	569
1301	570
2683	571
2707	572
2770	573
2881	574
2541	575
1103	576
954	577
